"[1, 0, 0, 4, 5, 3, 2, 1, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 12, 0, 12, 9, 12, 7, 8, 0, 11, 0, 0, 8, 7, 0, 0, 0, 1, 1, 0, 0, 0, 6]",-7.51
"[1, 0, 0, 4, 5, 3, 0, 1, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 12, 0, 12, 9, 12, 7, 8, 0, 11, 0, 0, 8, 7, 1, 0, 0, 1, 1, 1, 0, 1, 7]",-7.4
"[1, 0, 0, 4, 5, 3, 0, 1, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 0, 0, 12, 9, 12, 7, 8, 0, 11, 0, 0, 8, 7, 0, 0, 0, 1, 1, 0, 0, 0, 7]",-7.89
"[1, 0, 0, 4, 5, 0, 0, 1, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 0, 0, 12, 9, 12, 7, 8, 0, 11, 0, 0, 8, 7, 1, 0, 0, 1, 1, 1, 0, 1, 8]",-7.65
"[1, 0, 0, 4, 5, 0, 0, 1, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 12, 7, 0, 0, 11, 0, 0, 8, 7, 0, 0, 0, 1, 1, 0, 0, 2, 8]",-7.56
"[1, 0, 0, 4, 0, 1, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 12, 7, 0, 0, 11, 0, 0, 8, 7, 1, 0, 0, 0, 0, 1, 0, 3, 9]",-7.54
"[1, 0, 0, 4, 0, 1, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 9]",-7.94
"[1, 0, 0, 4, 0, 1, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 12, 0, 12, 0, 12, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 8, 7, 1, 0, 0, 0, 0, 1, 0, 0, 10]",-7.87
"[1, 0, 0, 4, 0, 1, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 10]",-10.19
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 8, 7, 1, 0, 0, 0, 0, 1, 0, 1, 11]",-7.84
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 6, 6, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 8, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 11]",-8.96
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 6, 0, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 12, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 8, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 12]",-7.66
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 6, 0, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 12, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 12]",-9.16
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 2, 6, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 0, 12, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 12, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 13]",-7.94
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 2, 6, 0, 0, 0, 0, 6, 0, 0, 0, 6, 0, 0, 12, 12, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 13]",-10.14
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 12, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 14]",-8.62
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 2, 6, 0, 0, 0, 0, 12, 0, 0, 0, 6, 0, 0, 6, 0, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 14]",-11.29
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 6, 0, 6, 8, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 15]",-8.47
"[1, 0, 0, 4, 1, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 15]",-8.67
"[1, 0, 0, 4, 0, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 0, 6, 0, 0, 0, 0, 8, 1, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 9, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 1, 16]",-4.51
"[1, 0, 0, 4, 0, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 3, 0, 0, 6, 0, 0, 0, 0, 8, 9, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16]",-7.49
"[1, 0, 0, 4, 0, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 8, 3, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 17]",-7.37
"[1, 0, 0, 4, 0, 0, 5, 0, 6, 6, 6, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 8, 6, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 17]",-15.81
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 2, 0, 0, 8, 6, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 6, 0, 6, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 2, 18]",-9.85
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 6, 0, 0, 6, 0, 8, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 7, 0, 0, 11, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 18]",-10.83
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 8, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 0, 8, 0, 12, 9, 0, 3, 0, 0, 11, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 0, 19]",-10.4
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 6, 0, 8, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 11, 8, 0, 12, 9, 0, 3, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 19]",-17.7
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 6, 0, 8, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 11, 8, 0, 12, 9, 0, 3, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 1, 0, 2, 20]",-11.8
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 6, 0, 8, 0, 0, 12, 0, 12, 0, 0, 12, 0, 12, 0, 12, 0, 11, 8, 0, 12, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20]",-13.2
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 0, 12, 0, 12, 0, 11, 8, 0, 12, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 21]",-8.11
"[1, 0, 0, 4, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 0, 12, 0, 12, 0, 11, 0, 0, 12, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21]",-100.0
"[1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 0, 12, 0, 12, 0, 11, 0, 0, 12, 9, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 22]",6.02
"[1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 0, 12, 0, 12, 0, 11, 0, 0, 12, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22]",-4.38
"[1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 2, 12, 0, 12, 0, 11, 0, 0, 12, 9, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 4, 23]",9.84
"[1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 9, 12, 0, 12, 0, 11, 0, 0, 12, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23]",-7.81
"[1, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 8, 0, 8, 0, 0, 12, 0, 12, 6, 0, 12, 4, 12, 0, 12, 0, 11, 0, 0, 12, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 24]",-7.5
"[1, 2, 3, 4, 5, 3, 2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 0, 12, 12, 12, 12, 7, 8, 9, 10, 11, 9, 8, 7, 0, 1, 1, 1, 1, 0, 0, 0, 1]",0.11
"[1, 2, 3, 4, 5, 3, 2, 1, 6, 6, 6, 0, 6, 6, 6, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 12, 12, 0, 12, 12, 12, 12, 7, 8, 9, 10, 11, 9, 8, 7, 1, 1, 1, 1, 1, 1, 0, 0, 2]",0.65
"[1, 2, 3, 4, 5, 3, 2, 1, 6, 6, 6, 0, 6, 6, 6, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 12, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 8, 7, 0, 1, 1, 1, 1, 0, 0, 0, 2]",0.37
"[1, 2, 3, 4, 5, 3, 0, 1, 6, 6, 6, 0, 6, 6, 6, 6, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 12, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 8, 7, 1, 1, 1, 1, 1, 1, 0, 1, 3]",0.48
"[1, 2, 3, 4, 5, 3, 0, 1, 6, 6, 6, 0, 6, 6, 6, 6, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 0, 12, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 0, 1, 1, 1, 1, 0, 0, 2, 3]",0.47
"[1, 2, 3, 4, 5, 3, 0, 1, 6, 6, 6, 0, 6, 6, 6, 0, 0, 0, 0, 6, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 0, 0, 12, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 4]",0.54
"[1, 2, 3, 4, 5, 3, 0, 1, 6, 6, 6, 0, 6, 6, 6, 0, 0, 0, 0, 6, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 0, 1, 1, 1, 1, 0, 0, 0, 4]",0.39
"[1, 2, 0, 4, 5, 3, 0, 1, 6, 6, 6, 3, 6, 6, 6, 0, 0, 0, 0, 6, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 12, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 1, 1, 1, 1, 1, 1, 0, 1, 5]",0.6
"[1, 2, 0, 4, 5, 3, 0, 1, 6, 6, 6, 3, 6, 6, 6, 0, 0, 0, 0, 6, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 0, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 0, 1, 1, 1, 1, 0, 0, 0, 5]",0.33
"[1, 2, 0, 4, 5, 3, 0, 1, 6, 6, 6, 3, 0, 6, 6, 0, 0, 0, 0, 6, 6, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 0, 12, 0, 0, 12, 12, 12, 7, 8, 9, 10, 11, 9, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 6]",0.62
"[1, 2, 0, 4, 5, 3, 0, 1, 6, 6, 6, 3, 0, 6, 6, 0, 0, 0, 0, 6, 6, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 0, 12, 12, 12, 7, 8, 0, 10, 11, 9, 0, 7, 0, 1, 1, 1, 1, 0, 0, 1, 6]",0.56
"[1, 2, 0, 4, 5, 3, 0, 1, 0, 6, 6, 3, 0, 6, 6, 0, 6, 0, 0, 6, 6, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 0, 12, 12, 12, 7, 8, 0, 10, 11, 9, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 7]",0.69
"[1, 2, 0, 4, 5, 3, 0, 1, 0, 6, 6, 3, 0, 6, 6, 0, 6, 0, 0, 6, 6, 2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 9, 12, 12, 12, 7, 8, 0, 10, 11, 0, 0, 7, 0, 1, 1, 1, 1, 0, 0, 1, 7]",0.43
"[1, 2, 0, 4, 5, 3, 0, 1, 0, 6, 6, 3, 0, 6, 6, 0, 6, 0, 0, 0, 6, 2, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 9, 12, 12, 12, 7, 8, 0, 10, 11, 0, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 8]",0.51
"[1, 2, 0, 4, 5, 3, 0, 1, 0, 6, 6, 3, 0, 6, 6, 0, 6, 0, 0, 0, 6, 2, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 9, 12, 12, 12, 7, 8, 0, 10, 0, 7, 11, 0, 0, 0, 0, 1, 1, 0, 0, 1, 8]",0.5
"[1, 2, 0, 4, 5, 0, 0, 1, 0, 6, 6, 3, 3, 6, 6, 0, 6, 0, 0, 0, 6, 2, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 0, 12, 0, 0, 0, 12, 8, 0, 0, 0, 9, 12, 0, 9, 12, 12, 12, 7, 8, 0, 10, 0, 7, 11, 0, 1, 0, 0, 1, 1, 1, 0, 2, 9]",0.68
